Start (s),End (s),Scientific name,Common name,Confidence,File,Date
0,3,Sturnella magna,Eastern Meadowlark,0.7156,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
3,6,Geothlypis trichas,Common Yellowthroat,0.0108,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
6,9,Sturnella magna,Eastern Meadowlark,0.047,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
6,9,Geothlypis trichas,Common Yellowthroat,0.0209,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
9,12,Sturnella magna,Eastern Meadowlark,0.5823,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
9,12,Geothlypis trichas,Common Yellowthroat,0.0188,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
12,15,Sturnella magna,Eastern Meadowlark,0.4405,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
12,15,Geothlypis trichas,Common Yellowthroat,0.0278,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
12,15,Spizella pusilla,Field Sparrow,0.0113,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
15,18,Sturnella magna,Eastern Meadowlark,0.7588,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
15,18,Geothlypis trichas,Common Yellowthroat,0.0181,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
18,21,Sturnella magna,Eastern Meadowlark,0.1644,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
21,24,Sturnella magna,Eastern Meadowlark,0.9451,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
24,27,Sturnella magna,Eastern Meadowlark,0.0489,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
24,27,Geothlypis trichas,Common Yellowthroat,0.0223,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
27,30,Sturnella magna,Eastern Meadowlark,0.4832,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
27,30,Geothlypis trichas,Common Yellowthroat,0.0133,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
30,33,Geothlypis trichas,Common Yellowthroat,0.0231,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
36,39,Sturnella magna,Eastern Meadowlark,0.4057,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
39,42,Sturnella magna,Eastern Meadowlark,0.6477,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
39,42,Bartramia longicauda,Upland Sandpiper,0.0451,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
39,42,Geothlypis trichas,Common Yellowthroat,0.0135,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
42,45,Sturnella magna,Eastern Meadowlark,0.5699,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
45,48,Geothlypis trichas,Common Yellowthroat,0.0113,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
51,54,Sturnella magna,Eastern Meadowlark,0.8263,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
54,57,Sturnella magna,Eastern Meadowlark,0.9449,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
57,60,Sturnella magna,Eastern Meadowlark,0.7134,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
60,63,Sturnella magna,Eastern Meadowlark,0.9267,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
63,66,Sturnella magna,Eastern Meadowlark,0.3644,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
66,69,Sturnella magna,Eastern Meadowlark,0.9812,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
69,72,Sturnella magna,Eastern Meadowlark,0.0772,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
72,75,Sturnella magna,Eastern Meadowlark,0.7754,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
75,78,Sturnella magna,Eastern Meadowlark,0.7161,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
78,81,Sturnella magna,Eastern Meadowlark,0.017,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
81,84,Sturnella magna,Eastern Meadowlark,0.94,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
84,87,Geothlypis trichas,Common Yellowthroat,0.0315,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
87,90,Sturnella magna,Eastern Meadowlark,0.7838,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
87,90,Bartramia longicauda,Upland Sandpiper,0.0121,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
90,93,Sturnella magna,Eastern Meadowlark,0.864,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
93,96,Sturnella magna,Eastern Meadowlark,0.0119,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
96,99,Geothlypis trichas,Common Yellowthroat,0.0312,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
96,99,Melospiza melodia,Song Sparrow,0.016,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
99,102,Sturnella magna,Eastern Meadowlark,0.0593,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
99,102,Geothlypis trichas,Common Yellowthroat,0.0523,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
99,102,Eremophila alpestris,Horned Lark,0.0102,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
102,105,Sturnella magna,Eastern Meadowlark,0.266,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
102,105,Geothlypis trichas,Common Yellowthroat,0.0234,D:/AcousticMonitoringData/ELDON2_Data/Week16\ELDON2_20250423_195702.wav,20250423
