Start (s),End (s),Scientific name,Common name,Confidence,File
18.0,21.0,Spizella pusilla,Field Sparrow,0.3774,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
39.0,42.0,Geothlypis trichas,Common Yellowthroat,0.0535,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
42.0,45.0,Geothlypis trichas,Common Yellowthroat,0.1744,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
60.0,63.0,Spizella pusilla,Field Sparrow,0.2845,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
66.0,69.0,Spizella pusilla,Field Sparrow,0.0556,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
66.0,69.0,Geothlypis trichas,Common Yellowthroat,0.0518,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
135.0,138.0,Spizella pusilla,Field Sparrow,0.2016,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
186.0,189.0,Spizella pusilla,Field Sparrow,0.1964,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
195.0,198.0,Spizella pusilla,Field Sparrow,0.0799,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
198.0,201.0,Spizella pusilla,Field Sparrow,0.2461,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
198.0,201.0,Geothlypis trichas,Common Yellowthroat,0.0594,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
204.0,207.0,Geothlypis trichas,Common Yellowthroat,0.1435,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
204.0,207.0,Spizella pusilla,Field Sparrow,0.0659,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
207.0,210.0,Spizella pusilla,Field Sparrow,0.1104,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
207.0,210.0,Geothlypis trichas,Common Yellowthroat,0.0630,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
210.0,213.0,Spizella pusilla,Field Sparrow,0.2234,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
213.0,216.0,Geothlypis trichas,Common Yellowthroat,0.0659,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
246.0,249.0,Spizella pusilla,Field Sparrow,0.0959,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
258.0,261.0,Spizella pusilla,Field Sparrow,0.0704,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
267.0,270.0,Spizella pusilla,Field Sparrow,0.8046,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
270.0,273.0,Spizella pusilla,Field Sparrow,0.1474,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
273.0,276.0,Spizella pusilla,Field Sparrow,0.5832,D:\AcousticMonitoringData\ELDON7_Data\Week22\ELDON7_20250610_203702.wav
