Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	3.0	6.0	0	15000	Common Yellowthroat	comyel	0.0787	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	3.0
2	Spectrogram 1	1	66.0	69.0	0	15000	Blue Grosbeak	blugrb1	0.0640	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	66.0
3	Spectrogram 1	1	72.0	75.0	0	15000	Blue Grosbeak	blugrb1	0.0842	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	72.0
4	Spectrogram 1	1	105.0	108.0	0	15000	Blue Grosbeak	blugrb1	0.0718	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	105.0
5	Spectrogram 1	1	135.0	138.0	0	15000	Blue Grosbeak	blugrb1	0.0502	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	135.0
6	Spectrogram 1	1	138.0	141.0	0	15000	Blue Grosbeak	blugrb1	0.0785	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	138.0
7	Spectrogram 1	1	141.0	144.0	0	15000	Common Yellowthroat	comyel	0.1111	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	141.0
8	Spectrogram 1	1	144.0	147.0	0	15000	Blue Grosbeak	blugrb1	0.0532	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	144.0
9	Spectrogram 1	1	147.0	150.0	0	15000	Common Yellowthroat	comyel	0.1392	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	147.0
10	Spectrogram 1	1	150.0	153.0	0	15000	Blue Grosbeak	blugrb1	0.0609	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	150.0
11	Spectrogram 1	1	153.0	156.0	0	15000	Blue Grosbeak	blugrb1	0.0653	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	153.0
12	Spectrogram 1	1	156.0	159.0	0	15000	Blue Grosbeak	blugrb1	0.0519	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	156.0
13	Spectrogram 1	1	165.0	168.0	0	15000	Blue Grosbeak	blugrb1	0.1193	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	165.0
14	Spectrogram 1	1	177.0	180.0	0	15000	Blue Grosbeak	blugrb1	0.0929	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	177.0
15	Spectrogram 1	1	207.0	210.0	0	15000	Blue Grosbeak	blugrb1	0.0623	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	207.0
16	Spectrogram 1	1	219.0	222.0	0	15000	Common Yellowthroat	comyel	0.0565	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	219.0
17	Spectrogram 1	1	228.0	231.0	0	15000	Common Yellowthroat	comyel	0.3360	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	228.0
18	Spectrogram 1	1	234.0	237.0	0	15000	Blue Grosbeak	blugrb1	0.0579	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	234.0
19	Spectrogram 1	1	237.0	240.0	0	15000	Blue Grosbeak	blugrb1	0.1309	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	237.0
20	Spectrogram 1	1	264.0	267.0	0	15000	Blue Grosbeak	blugrb1	0.0514	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	264.0
21	Spectrogram 1	1	270.0	273.0	0	15000	Blue Grosbeak	blugrb1	0.0548	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	270.0
22	Spectrogram 1	1	327.0	330.0	0	15000	Blue Grosbeak	blugrb1	0.0807	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	327.0
23	Spectrogram 1	1	354.0	357.0	0	15000	Blue Grosbeak	blugrb1	0.0655	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	354.0
24	Spectrogram 1	1	399.0	402.0	0	15000	Field Sparrow	fiespa	0.0868	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	399.0
25	Spectrogram 1	1	444.0	447.0	0	15000	Blue Grosbeak	blugrb1	0.0836	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	444.0
26	Spectrogram 1	1	450.0	453.0	0	15000	Blue Grosbeak	blugrb1	0.0908	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	450.0
27	Spectrogram 1	1	453.0	456.0	0	15000	Blue Grosbeak	blugrb1	0.1007	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	453.0
28	Spectrogram 1	1	471.0	474.0	0	15000	Blue Grosbeak	blugrb1	0.1216	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	471.0
29	Spectrogram 1	1	474.0	477.0	0	15000	Blue Grosbeak	blugrb1	0.0901	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	474.0
30	Spectrogram 1	1	477.0	480.0	0	15000	Blue Grosbeak	blugrb1	0.0516	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	477.0
31	Spectrogram 1	1	480.0	483.0	0	15000	Blue Grosbeak	blugrb1	0.0588	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	480.0
32	Spectrogram 1	1	486.0	489.0	0	15000	Common Yellowthroat	comyel	0.0857	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	486.0
33	Spectrogram 1	1	489.0	492.0	0	15000	Common Yellowthroat	comyel	0.0546	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	489.0
34	Spectrogram 1	1	492.0	495.0	0	15000	Blue Grosbeak	blugrb1	0.2256	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	492.0
35	Spectrogram 1	1	495.0	498.0	0	15000	Common Yellowthroat	comyel	0.1195	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	495.0
36	Spectrogram 1	1	495.0	498.0	0	15000	Blue Grosbeak	blugrb1	0.0800	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	495.0
37	Spectrogram 1	1	498.0	501.0	0	15000	Common Yellowthroat	comyel	0.1403	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	498.0
38	Spectrogram 1	1	507.0	510.0	0	15000	Common Yellowthroat	comyel	0.2144	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	507.0
39	Spectrogram 1	1	510.0	513.0	0	15000	Common Yellowthroat	comyel	0.1063	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	510.0
40	Spectrogram 1	1	513.0	516.0	0	15000	Common Yellowthroat	comyel	0.0685	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	513.0
41	Spectrogram 1	1	516.0	519.0	0	15000	Common Yellowthroat	comyel	0.1324	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	516.0
42	Spectrogram 1	1	519.0	522.0	0	15000	Common Yellowthroat	comyel	0.2446	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	519.0
43	Spectrogram 1	1	528.0	531.0	0	15000	Common Yellowthroat	comyel	0.1265	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	528.0
44	Spectrogram 1	1	531.0	534.0	0	15000	Common Yellowthroat	comyel	0.0836	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	531.0
45	Spectrogram 1	1	531.0	534.0	0	15000	Blue Grosbeak	blugrb1	0.0592	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	531.0
46	Spectrogram 1	1	540.0	543.0	0	15000	Common Yellowthroat	comyel	0.1930	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	540.0
47	Spectrogram 1	1	561.0	564.0	0	15000	Common Yellowthroat	comyel	0.0519	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	561.0
48	Spectrogram 1	1	564.0	567.0	0	15000	Common Yellowthroat	comyel	0.0766	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	564.0
49	Spectrogram 1	1	579.0	582.0	0	15000	Common Yellowthroat	comyel	0.1162	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	579.0
50	Spectrogram 1	1	666.0	669.0	0	15000	Blue Grosbeak	blugrb1	0.0547	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	666.0
51	Spectrogram 1	1	672.0	675.0	0	15000	Blue Grosbeak	blugrb1	0.0650	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	672.0
52	Spectrogram 1	1	675.0	678.0	0	15000	Blue Grosbeak	blugrb1	0.1414	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	675.0
53	Spectrogram 1	1	720.0	723.0	0	15000	Common Yellowthroat	comyel	0.0711	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	720.0
54	Spectrogram 1	1	723.0	726.0	0	15000	Common Yellowthroat	comyel	0.1361	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	723.0
55	Spectrogram 1	1	732.0	735.0	0	15000	Common Yellowthroat	comyel	0.0813	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	732.0
56	Spectrogram 1	1	735.0	738.0	0	15000	Blue Grosbeak	blugrb1	0.0972	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	735.0
57	Spectrogram 1	1	741.0	744.0	0	15000	Common Yellowthroat	comyel	0.3131	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	741.0
58	Spectrogram 1	1	795.0	798.0	0	15000	Common Yellowthroat	comyel	0.1523	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	795.0
59	Spectrogram 1	1	801.0	804.0	0	15000	Common Yellowthroat	comyel	0.1206	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	801.0
60	Spectrogram 1	1	804.0	807.0	0	15000	Common Yellowthroat	comyel	0.6841	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	804.0
61	Spectrogram 1	1	813.0	816.0	0	15000	Common Yellowthroat	comyel	0.6889	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	813.0
62	Spectrogram 1	1	816.0	819.0	0	15000	Common Yellowthroat	comyel	0.1781	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	816.0
63	Spectrogram 1	1	825.0	828.0	0	15000	Common Yellowthroat	comyel	0.2155	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	825.0
64	Spectrogram 1	1	828.0	831.0	0	15000	Common Yellowthroat	comyel	0.6813	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	828.0
65	Spectrogram 1	1	834.0	837.0	0	15000	Common Yellowthroat	comyel	0.2675	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	834.0
66	Spectrogram 1	1	843.0	846.0	0	15000	Common Yellowthroat	comyel	0.4756	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	843.0
67	Spectrogram 1	1	846.0	849.0	0	15000	Common Yellowthroat	comyel	0.4469	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	846.0
68	Spectrogram 1	1	855.0	858.0	0	15000	Common Yellowthroat	comyel	0.7732	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	855.0
69	Spectrogram 1	1	864.0	867.0	0	15000	Common Yellowthroat	comyel	0.6635	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	864.0
70	Spectrogram 1	1	867.0	870.0	0	15000	Common Yellowthroat	comyel	0.9249	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	867.0
71	Spectrogram 1	1	876.0	879.0	0	15000	Common Yellowthroat	comyel	0.6025	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	876.0
72	Spectrogram 1	1	900.0	903.0	0	15000	Common Yellowthroat	comyel	0.0669	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	900.0
73	Spectrogram 1	1	903.0	906.0	0	15000	Blue Grosbeak	blugrb1	0.0544	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	903.0
74	Spectrogram 1	1	909.0	912.0	0	15000	Blue Grosbeak	blugrb1	0.0969	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	909.0
75	Spectrogram 1	1	918.0	921.0	0	15000	Common Yellowthroat	comyel	0.0609	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	918.0
76	Spectrogram 1	1	927.0	930.0	0	15000	Field Sparrow	fiespa	0.0713	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	927.0
77	Spectrogram 1	1	936.0	939.0	0	15000	Common Yellowthroat	comyel	0.0702	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	936.0
78	Spectrogram 1	1	948.0	951.0	0	15000	Common Yellowthroat	comyel	0.2045	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	948.0
79	Spectrogram 1	1	960.0	963.0	0	15000	Common Yellowthroat	comyel	0.1237	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	960.0
80	Spectrogram 1	1	960.0	963.0	0	15000	Blue Grosbeak	blugrb1	0.0502	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	960.0
81	Spectrogram 1	1	963.0	966.0	0	15000	Blue Grosbeak	blugrb1	0.0528	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	963.0
82	Spectrogram 1	1	972.0	975.0	0	15000	Common Yellowthroat	comyel	0.0530	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	972.0
83	Spectrogram 1	1	993.0	996.0	0	15000	Common Yellowthroat	comyel	0.1103	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	993.0
84	Spectrogram 1	1	1005.0	1008.0	0	15000	Common Yellowthroat	comyel	0.1071	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1005.0
85	Spectrogram 1	1	1038.0	1041.0	0	15000	Common Yellowthroat	comyel	0.0669	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1038.0
86	Spectrogram 1	1	1041.0	1044.0	0	15000	Common Yellowthroat	comyel	0.0610	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1041.0
87	Spectrogram 1	1	1050.0	1053.0	0	15000	Common Yellowthroat	comyel	0.0835	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1050.0
88	Spectrogram 1	1	1053.0	1056.0	0	15000	Common Yellowthroat	comyel	0.0738	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1053.0
89	Spectrogram 1	1	1065.0	1068.0	0	15000	Field Sparrow	fiespa	0.0519	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1065.0
90	Spectrogram 1	1	1086.0	1089.0	0	15000	Common Yellowthroat	comyel	0.0709	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1086.0
91	Spectrogram 1	1	1092.0	1095.0	0	15000	Common Yellowthroat	comyel	0.0760	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1092.0
92	Spectrogram 1	1	1095.0	1098.0	0	15000	Common Yellowthroat	comyel	0.0775	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1095.0
93	Spectrogram 1	1	1101.0	1104.0	0	15000	Common Yellowthroat	comyel	0.2722	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1101.0
94	Spectrogram 1	1	1110.0	1113.0	0	15000	Common Yellowthroat	comyel	0.0599	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1110.0
95	Spectrogram 1	1	1149.0	1152.0	0	15000	Common Yellowthroat	comyel	0.0527	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1149.0
96	Spectrogram 1	1	1158.0	1161.0	0	15000	Field Sparrow	fiespa	0.1827	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1158.0
97	Spectrogram 1	1	1161.0	1164.0	0	15000	Common Yellowthroat	comyel	0.1911	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1161.0
98	Spectrogram 1	1	1176.0	1179.0	0	15000	Common Yellowthroat	comyel	0.1164	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1176.0
99	Spectrogram 1	1	1179.0	1182.0	0	15000	Field Sparrow	fiespa	0.0559	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1179.0
100	Spectrogram 1	1	1185.0	1188.0	0	15000	Common Yellowthroat	comyel	0.1574	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1185.0
101	Spectrogram 1	1	1197.0	1200.0	0	15000	Blue Grosbeak	blugrb1	0.7708	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1197.0
102	Spectrogram 1	1	1200.0	1203.0	0	15000	Field Sparrow	fiespa	0.1016	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1200.0
103	Spectrogram 1	1	1209.0	1212.0	0	15000	Blue Grosbeak	blugrb1	0.7817	S:\AcousticMonitoringData\ELDON6_Data\Week25\ELDON6_20250703_194100.wav	1209.0
